N,117,1-035,DG,2232,,,BC,basket,Dentate gyrus (-)2232 basket cell,Basket,1,0,3,,,,I,0,"stratum granulosum (363, 366, 3400, 3777, 611319, 611323, 611350, 611354, 611356, 611357, 611358, 611359, 611360,  611373, 611375, 611658, 611662, 611672, 611836, 611900, 612058, 612376, 612378, 612529, 612534, 612573, 612582, 612588, 612598, 612599, 612604) / hilus (3087,  611375, 611662, 611692)",1,1,basket citations,dendrites,"366, 3400, 3777, 611323, 611350,  611377, 611662, 611836, 611900, 611904, 612058, 612182, 612376, 612378, 612598, 612599, 612604","366, 432, 1412, 3400, 3777, 611323, 611350, 611354, 611355, 611356, 611357, 611358,  611377, 611662, 611836, 611900, 611904, 611996, 612024, 612058, 612182, 612277, 612376, 612378, 612598, 612599, 612604","3400, 611323, 611350, 611361, 611373, 611377, 611662, 611900, 611904, 612058, 612376","366, 1300, 1400, 3400, 3777, 611323, 611350, 611351, 611354, 611355, 611356, 611357, 611358, 611361, 611377, 611385, 611658, 611662, 611700, 611836, 611900, 611904, 611990, 612058, 612376, 612378, 612578, 612582, 612588, 612598, 612599, 612604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,118,1-036,DG,2232,,,BC CCK,basket CCK,Dentate gyrus (-)2232 basket cell cholecytokinin-positive,Basket-CCK,1,0,3,,,,I,0,"outer stratum moleculare (612421) / inner stratum molecular (612421) / stratum granulosum (611662, 611900, 611902) / hilus (611662)",1,1,basket citations,axons,,,"611662, 611900, 611902, 611904, 612417, 612419, 612421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,118,1-036,DG,2232,,,BC CCK,basket CCK,Dentate gyrus (-)2232 basket cell cholecytokinin-positive,Basket-CCK,1,0,3,,,,I,0,"outer stratum moleculare (612421) / inner stratum molecular (612421) / stratum granulosum (611662, 611900, 611902) / hilus (611662)",1,1,basket citations,dendrites,"611662, 611900, 611902, 611904, 612417, 612421","611662, 611900, 611902, 611904","611662, 611900, 611904, 612419, 612421","611662, 611900, 611904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,119,1-018,DG,2013,,,SG IS-3,SG IS-3,,,-0.5,1,3,,,,I,0,,1,1,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,119,1-018,DG,2013,,,SG IS-3,SG IS-3,,,-0.5,1,3,,,,I,0,,1,0,,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,120,1-019,DG,2001,,,IS-3,IS-3,,,-0.5,1,3,,,,I,0,,0,1,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,120,1-019,DG,2001,,,IS-3,IS-3,,,-0.5,1,3,,,,I,0,,0,0,,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,121,1-026,DG,1333,p,CA3 01111,HICAL,HICAL,,HICAL,1.1,1,3,,,hilar interneuron with collaterals in all layers,I,0,"hilus (612478, 612483, 612484, 612486)",0,1,,axons,"612478, 612480, 612483, 612484, 612486","612483, 612484, 612486","612483, 612484, 612486","612480, 612483, 612484, 612486",,"612484, 612486","612484, 612486","612484, 612486","612484, 612486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,121,1-026,DG,1333,p,CA3 01111,HICAL,HICAL,,HICAL,1.1,1,3,,,hilar interneuron with collaterals in all layers,I,0,"hilus (612478, 612483, 612484, 612486)",0,1,,dendrites,,"612483, 612484, 612486","612483, 612484, 612486","612478, 612483, 612484, 612486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,122,1-034,DG,1220,,,OML,OML,,,-0.5,1,3,,,,I,0,,0,0,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,122,1-034,DG,1220,,,OML,OML,,,-0.5,1,3,,,,I,0,,0,1,,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,123,1-014,DG,1003,,,fusiform,fusiform,Dentate gyrus fusiform hilar cell,,-0.5,0,3,,,,I,0,,0,0,fusiform citations,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,123,1-014,DG,1003,,,fusiform,fusiform,Dentate gyrus fusiform hilar cell,,-0.5,0,3,,,,I,0,,0,0,fusiform citations,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,124,1-013,DG,1002,,,HIPP,HIPP,Dentate gyrus HIPP neuron,HIPP,2,0,3,,,hilar perforant path-associated,I,0,"Hilus (399, 3789,  611230, 611383, 611668, 611682, 611852, 611862, 611900, 611902, 612531, 612532, 612590, 612602)",0,0,1002,axons,"399, 435, 3789, 611224, 611230, 611233, 611236, 611383, 611668, 611682, 611852, 611854, 611856, 611862, 611900, 611902, 611904, 612531, 612532, 612535, 612590, 612602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,124,1-013,DG,1002,,,HIPP,HIPP,Dentate gyrus HIPP neuron,HIPP,2,0,3,,,hilar perforant path-associated,I,0,"Hilus (399, 3789,  611230, 611383, 611668, 611682, 611852, 611862, 611900, 611902, 612531, 612532, 612590, 612602)",0,0,1002,dendrites,"""-399, -611223, -611852""","""-399, -611223, -611852""",,"399, 435, 3789, 611223, 611230, 611668, 611682, 611852, 611862, 611900, 611902, 611904, 612532, 612602","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""","""-399, -611852, -611223""",,,,,,,,,,,,,,,,,,,,,,,,,,
X,125,1-020,DG,0003,,,H IS-3,H IS-3,,,-0.5,1,3,,,,I,0,,0,0,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,125,1-020,DG,0003,,,H IS-3,H IS-3,,,-0.5,1,3,,,,I,0,,0,0,,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,201,2-000,CA3,23223,p,CA2 0101-CA1 0101,PC-ab,PC-ab,CA3 pyramidal a/b neuron,Pyramidal a/b,1.5,0,3,,,,E,1,"Stratum Pyramidale (3036, 3603, 510114, 611241, 611714, 611718, 611848, 612603)",1,0,pyr citations,axons,,,,,,"3036, 3603, 3762, 310064, 510204, 510210, 510212, 611030, 611035,  611241, 611242, 611245, 611734,     611820, 611850, 611900, 612013",,,"3036,  3603, 3762, 310064, 510130, 510204, 510206, 510208, 510210, 510212, 611030, 611035,  611241, 611242, 611245, 611734,    611820, 611850, 611900, 612013",,"611241, 611242, 611245, 611850",,"611242, 611245, 611850",,"2760, 3015, 3021, 170021, 510210, 510212, 611025, 611027, 611028, 611034, 611241, 611242, 611245, 611734, 611752, 611754, 611756, 611762, 611820, 611850, 611900, 612013",,"2760, 3015, 3021, 170021, 510130, 510206, 510210, 611025, 611026, 611027, 611034, 611242, 611245, 611752, 611754, 611756, 611820, 611850, 612013","""-611750""","""-611750""","""-611750""","""-2730, -611750""","""-2730, -611750""","""-2730, -611750""","""-2730, -611750""","""-2730, -611750""","""-2730, -611750""",,,,,,,,,,,,,,,,,,,,,,,,,,
N,201,2-000,CA3,23223,p,CA2 0101-CA1 0101,PC-ab,PC-ab,CA3 pyramidal a/b neuron,Pyramidal a/b,1.5,0,3,,,,E,1,"Stratum Pyramidale (3036, 3603, 510114, 611241, 611714, 611718, 611848, 612603)",1,1,pyr citations,dendrites,,,,,"3036, 3039, 3045, 3603, 3621, 60204, 611241, 611714, 611718, 611734, 611742, 611816, 611848, 611900, 612603","3036, 3039, 3603, 3621, 3753, 60204, 510114, 611241, 611714, 611734, 611744, 611746, 611816, 611848, 611900, 612013, 612603","2506, 3036, 3039, 3051, 3603, 3633, 510114, 611241, 611248, 611295, 611712, 611714, 611734, 611788, 611812, 611816, 611848, 611900, 612603","3036, 510114, 611241, 611734, 611848, 611900, 612603","3036, 3039, 3603, 3621, 3753, 510114, 611241, 611714, 611718, 611734, 611744, 611816, 611848, 611900, 612013, 612603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,202,2-004,CA3,03223,p,DG 0101-CA2 0101-CA1 0101,PC-c,PC-c,CA3c pyramidal c neuron,Pyramidal c,2,0,3,,,,E,1,stratum pyramidale (510122),1,0,pyr citations,axons,,"378, 60396, 170020, 510106, 510112, 510118, 510120, 510122, 510126, 611246, 611820",,"3102, 3618, 170020, 210186, 510104, 510110, 510112, 510120, 510122, 510126, 510214, 510216, 611242, 611246",,"510104, 510122, 510124, 611029, 611035, 611239, 611240, 611242, 611246",,,"510116, 510120, 510122, 611029, 611035, 611240, 611242, 611246",,"510124, 611246",,611246,,"510104, 510112, 510124, 510216, 611027, 611034, 611246, 611820",,"611034, 611246",510124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,202,2-004,CA3,03223,p,DG 0101-CA2 0101-CA1 0101,PC-c,PC-c,CA3c pyramidal c neuron,Pyramidal c,2,0,3,,,,E,1,stratum pyramidale (510122),1,1,pyr citations,dendrites,,,,,,"510110, 510114, 510120, 510122","510110, 510114, 510120","510110, 510120","510110, 510114, 510120, 510122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,203,2-001,CA3,22100,,,granule,GC,CA3 granule cell,Granule,1,1,3,,,,E,0,"Stratum radiatum (4109, 4130, 510034) / stratum lucidum (510034)",0,0,granule citations,axons,,,,,,,"4109, 4112, 4130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,203,2-001,CA3,22100,,,granule,GC,CA3 granule cell,Granule,1,1,3,,,,E,0,"Stratum radiatum (4109, 4130, 510034) / stratum lucidum (510034)",0,0,granule citations,dendrites,,,,,4124,"4109, 4130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,204,2-002,CA3,22011,,,SO RGC,SO RGC,CA3 radiatum giant cells,,-0.5,1,3,,,radiatum giant cells,E,0,stratum radiatum (611392),0,1,RGC citations,axons,,,,,,,,"611392, 612197","611392, 612197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,204,2-002,CA3,22011,,,SO RGC,SO RGC,CA3 radiatum giant cells,,-0.5,1,3,,,radiatum giant cells,E,0,stratum radiatum (611392),0,0,RGC citations,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,205,2-003,CA3,22010,,,RGC,RGC,CA3 radiatum giant cells,Radiatum giant,2,1,3,,,radiatum giant cells,E,0,"stratum radiatum (611392, 611394, 611396, 611397, 612199)",0,1,RGC citations,axons,,,,,,,,"611392, 612197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,205,2-003,CA3,22010,,,RGC,RGC,CA3 radiatum giant cells,Radiatum giant,2,1,3,,,radiatum giant cells,E,0,"stratum radiatum (611392, 611394, 611396, 611397, 612199)",0,0,RGC citations,dendrites,,,,,611395,"611395, 611396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,206,2-005,CA3,33200,,,LM-R,LM-R,CA3 LM-R cell,LM-R,2,1,3,,,"lacunosum-moleculare, radiatum",I,0,stratum lacunosum-moleculare (80880),0,0,L-M citations,axons,,,,,80880,80880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,206,2-005,CA3,33200,,,LM-R,LM-R,CA3 LM-R cell,LM-R,2,1,3,,,"lacunosum-moleculare, radiatum",I,0,stratum lacunosum-moleculare (80880),0,0,L-M citations,dendrites,,,,,"240008, 240014",240014,"240008, 240014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,207,2-033,CA3,30000,,,SLM,SLM,,,-0.6,1,3,,,,I,0,,0,0,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,207,2-033,CA3,30000,,,SLM,SLM,,,-0.6,1,3,,,,I,0,,0,0,,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,208,2-024,CA3,23333,,,TriC rad,TriC rad,CA3 trilaminar 23333 cell,,-0.5,1,3,,,,I,0,stratum radiatum (611900),1,1,tri 23333 citations,axons,,,,,,,611900,611900,611900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,208,2-024,CA3,23333,,,TriC rad,TriC rad,CA3 trilaminar 23333 cell,,-0.5,1,3,,,,I,0,stratum radiatum (611900),1,1,tri 23333 citations,dendrites,,,,,611900,611900,611900,611900,611900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,209,2-034,CA3,23100,,,ACA,ACA,,,-0.6,1,3,,,,I,0,,0,0,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,209,2-034,CA3,23100,,,ACA,ACA,,,-0.6,1,3,,,,I,0,,0,0,,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,210,2-043,CA3,22232,,,BC,BC,CA3 (-)22232 basket cells,Basket,1,0,3,,,basket cell,I,0,"stratum pyramidale (611195, 611196, 611832, 611848, 611850, 611900, 611902)",1,2,AA citations,axons,,,,,,,,"611195, 611196, 611832, 611846, 611848, 611850, 611900, 611902, 611908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,210,2-043,CA3,22232,,,BC,BC,CA3 (-)22232 basket cells,Basket,1,0,3,,,basket cell,I,0,"stratum pyramidale (611195, 611196, 611832, 611848, 611850, 611900, 611902)",1,1,AA citations,dendrites,,,,,"611196, 611832, 611840, 611876, 611900, 611902, 611908","611196, 611832, 611840, 611850, 611900, 611902, 611908","611196, 611832, 611848, 611850, 611900, 611902, 611908","611196, 611832, 611900, 611902, 611908","611196, 611832, 611840, 611848, 611850, 611900, 611902, 611908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,211,2-044,CA3,22232,,,BC CCK,BC,CA3 (-)22232 basket cells cholecystokinin-positive,Basket-CCK,1,0,3,,,basket cell,I,0,stratum pyramidale (611900),1,2,AA citations,axons,,,,,,,,"611846, 611900, 611908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,211,2-044,CA3,22232,,,BC CCK,BC,CA3 (-)22232 basket cells cholecystokinin-positive,Basket-CCK,1,0,3,,,basket cell,I,0,stratum pyramidale (611900),1,1,AA citations,dendrites,,,,,"611840, 611876, 611900, 611908","611840, 611900, 611908","611900, 611908","611900, 611908","611840, 611900, 611908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,212,2-028,CA3,22232,,,AA,AA,CA3 axo-axonic neurons,Axo-axonic,1,0,3,,"chandelier, axo-axonic",axo-axonic,I,0,"stratum lacunosum (611193) / stratum pyramidale (611193, 611194, 611832, 611834, 611900, 611902, 612175)",1,2,AA citations,axons,,,,,,,,"3669, 611193, 611194, 611826, 611832, 611834, 611846, 611900, 611902, 611908, 612175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,212,2-028,CA3,22232,,,AA,AA,CA3 axo-axonic neurons,Axo-axonic,1,0,3,,"chandelier, axo-axonic",axo-axonic,I,0,"stratum lacunosum (611193) / stratum pyramidale (611193, 611194, 611832, 611834, 611900, 611902, 612175)",1,1,AA citations,dendrites,,,,,"611193, 611832, 611834, 611876, 611900, 611902, 611908","611193, 611832, 611834, 611900, 611902, 611908, 612175","611193, 611832, 611834, 611900, 611902, 611908, 612175","611193, 611194, 611832, 611834, 611900, 611902, 611908, 612175","611193, 611194, 611832, 611834, 611900, 611902, 611908, 612175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,213,2-007,CA3,12222,,,quad O-LM,quad O-LM,CA3 O-LM neuron,,-0.5,0,3,,,oriens--lacunosum-moleculare,I,0,,1,0,O-LM citations,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,213,2-007,CA3,12222,,,quad O-LM,quad O-LM,CA3 O-LM neuron,,-0.5,0,3,,,oriens--lacunosum-moleculare,I,0,,1,1,O-LM citations,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,214,2-008,CA3,12000,,,R-LM,R-LM,CA3 R-LM cell,R-LM,2,0,3,,1,radiatum--lacunosum-moleculare,I,0,stratum radiatum (510046),0,0,R-LM citations,axons,,,,,"510044, 510046, 612494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,214,2-008,CA3,12000,,,R-LM,R-LM,CA3 R-LM cell,R-LM,2,0,3,,1,radiatum--lacunosum-moleculare,I,0,stratum radiatum (510046),0,0,R-LM citations,dendrites,,,,,,"510044, 510046, 612494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,215,2-009,CA3,11003,,,O-LM,O-LM,CA3 O-LM neuron,O-LM,1.5,0,3,,,oriens--lacunosum-moleculare,I,0,"stratum oriens (611172, 612137, 612490, 612496, 612608)",0,0,O-LM citations,axons,,,,,"611172, 612137, 612490, 612495, 612496, 612608","611172, 612496, 612608",,,"611172, 612137, 612490, 612496, 612608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,215,2-009,CA3,11003,,,O-LM,O-LM,CA3 O-LM neuron,O-LM,1.5,0,3,,,oriens--lacunosum-moleculare,I,0,"stratum oriens (611172, 612137, 612490, 612496, 612608)",0,0,O-LM citations,dendrites,,,,,,,,,"611172, 612137, 612490, 612496, 612608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,216,2-042,CA3,03333,p,DG_0003,IS-3,IS-3,,Interneuron spec-3,1,1,3,,,interneuron-specific,I,0,stratum radiatum (612420) / stratum lucidum (612420) / stratum pyramidale (612420) / stratum oriens (612420),0,1,,axons,,,,"612416, 612420, 612425",,"612416, 612420",612420,612420,612420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,216,2-042,CA3,03333,p,DG_0003,IS-3,IS-3,,Interneuron spec-3,1,1,3,,,interneuron-specific,I,0,stratum radiatum (612420) / stratum lucidum (612420) / stratum pyramidale (612420) / stratum oriens (612420),0,1,,dendrites,,,,612420,,612420,612420,612420,612420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,217,2-025,CA3,03333,p,CA1_0110-SUB_010,DP,DP,CA3 double projection cells,,-0.5,1,3,,,double projection,I,0,,1,1,DP citations,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,217,2-025,CA3,03333,p,CA1_0110-SUB_010,DP,DP,CA3 double projection cells,,-0.5,1,3,,,double projection,I,0,,1,1,DP citations,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,218,2-045,CA3,03333,,,BiC,BiC,CA3 (-)03333 bistratified cell,Bistratified,1.1,0,3,,,,I,0,"stratum pyramidale (611744, 611874, 611876, 611900, 611902, 612325) / stratum oriens (611876)",1,1,bistrat citations,axons,,,,,,"611744, 611874, 611876, 611900, 611902, 611908, 612325","611874, 611876, 611902","611874, 611902, 612325","611744, 611874, 611876, 611900, 611902, 611908, 612325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,218,2-045,CA3,03333,,,BiC,BiC,CA3 (-)03333 bistratified cell,Bistratified,1.1,0,3,,,,I,0,"stratum pyramidale (611744, 611874, 611876, 611900, 611902, 612325) / stratum oriens (611876)",1,1,bistrat citations,dendrites,,,,,,"611744, 611874, 611900, 611902, 611908, 612325","611744, 611874, 611900, 611902, 611908","611744, 611874, 611876, 611900, 611908, 612325","611744, 611874, 611900, 611902, 611908, 612325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,219,2-046,CA3,03333,,,ivy,ivy,CA3 (-)03333 ivy cell,Ivy,1.1,0,3,,,,I,0,"stratum lucidum (4121, 4136)",1,1,bistrat citations,axons,,,,,,"4136, 611794, 611796","4136, 611796",,"4136, 611794, 611796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,219,2-046,CA3,03333,,,ivy,ivy,CA3 (-)03333 ivy cell,Ivy,1.1,0,3,,,,I,0,"stratum lucidum (4121, 4136)",1,1,bistrat citations,dendrites,,,,,,"4121, 4136","4121, 4136, 611796","4121, 4136",4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,220,2-036,CA3,03330,p,DG 0001,MFA-1,MFA-1,CA3 mossy fiber-associated neurons,Mossy fiber-assoc,1,0,3,,"atypical basket, MFA CCK",,I,0,"stratum radiatum (4136, 611804) / stratum lucidum (611804, 612440, 612441)",0,1,MFA citations,axons,,,,"4136, 310092, 611800, 611804, 612440, 612441",,"4136, 611804","4136, 310092, 611804, 611800, 611806, 612440, 612441","4136, 611804, 612440, 612441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,220,2-036,CA3,03330,p,DG 0001,MFA-1,MFA-1,CA3 mossy fiber-associated neurons,Mossy fiber-assoc,1,0,3,,"atypical basket, MFA CCK",,I,0,"stratum radiatum (4136, 611804) / stratum lucidum (611804, 612440, 612441)",0,1,MFA citations,dendrites,,,,,,"4136, 611804, 612440, 612441","611804, 612440, 612441","611804, 612440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,221,2-013,CA3,03311,,,LC-1,LC-1,CA3 lucidum cell,Lucidum-oriens,2,1,3,,,,I,0,"stratum radiatum (611910, 611924) / stratum lucidum (611910, 611912, 611914, 611916, 611918, 611920, 611922, 611924)",0,1,x,axons,,,,,,"611910, 611912, 611914, 611918, 611920, 611924","611910, 611912, 611914, 611918, 611920, 611924","611912, 611918, 611920, 611922, 611924","611912, 611918, 611920, 611924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,221,2-013,CA3,03311,,,LC-1,LC-1,CA3 lucidum cell,Lucidum-oriens,2,1,3,,,,I,0,"stratum radiatum (611910, 611924) / stratum lucidum (611910, 611912, 611914, 611916, 611918, 611920, 611922, 611924)",0,0,x,dendrites,,,,,,"611910, 611912, 611916, 611918, 611920, 611924","611910, 611912, 611916, 611918, 611920, 611922, 611924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,222,2-014,CA3,03300,,,LC-2,LC-2,CA3 lucidum cell,Lucidum,2,1,3,,,,I,0,"stratum radiatum (611910, 611912) / stratum lucidum (611910, 611912, 611914, 611916, 611920)",0,0,x,axons,,,,,,"611910, 611912, 611914, 611920","611910, 611912, 611914, 611920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,222,2-014,CA3,03300,,,LC-2,LC-2,CA3 lucidum cell,Lucidum,2,1,3,,,,I,0,"stratum radiatum (611910, 611912) / stratum lucidum (611910, 611912, 611914, 611916, 611920)",0,0,x,dendrites,,,,,,"611910, 611912, 611916, 611920","611910, 611912, 611916, 611920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,223,2-031,CA3,03000,p,DG 2001,SM IS-3,SM IS-3,,,-0.5,1,3,,,,I,0,,0,0,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,223,2-031,CA3,03000,p,DG 2001,SM IS-3,SM IS-3,,,-0.5,1,3,,,,I,0,,0,0,,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,224,2-023,CA3,03000,,,R-CB,R-CB,CA3 R-CB neurons,Radiatum,1.1,0,3,,,radiatum,I,0,"stratum radiatum (510046, 611179, 611181, 611182, 611183, 611189, 611454, 611455)",0,0,R citations,axons,,,,,,"510044, 510046, 611179, 611181, 611182, 611183, 611186, 611188, 611189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,224,2-023,CA3,03000,,,R-CB,R-CB,CA3 R-CB neurons,Radiatum,1.1,0,3,,,radiatum,I,0,"stratum radiatum (510046, 611179, 611181, 611182, 611183, 611189, 611454, 611455)",0,0,R citations,dendrites,,,,,,"510044, 510046, 611179, 611181, 611182, 611183, 611455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,225,2-035,CA3,02332,p,DG 0001,MFA-2,MFA-2,CA3 mossy fiber-associated neurons,Mossy fiber-oriens,1,0,3,,"atypical basket, MFA CCK",,I,0,"stratum lucidum (3762, 91004,  611474) / stratum pyramidale (611197, 611199, 611200) / stratum oriens (611199)",0,2,CA3 MFA,axons,,,,"3409, 3765, 91004, 611474, 611476, 611478, 612484","""-611476""",,"3409, 3759, 3765, 91004, 611197, 611198, 611199, 611200, 611474, 611476, 611478,  612482, 612484","91004, 611197, 611198, 611199, 611200, 611474, 611476, 611478,  612482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,225,2-035,CA3,02332,p,DG 0001,MFA-2,MFA-2,CA3 mossy fiber-associated neurons,Mossy fiber-oriens,1,0,3,,"atypical basket, MFA CCK",,I,0,"stratum lucidum (3762, 91004,  611474) / stratum pyramidale (611197, 611199, 611200) / stratum oriens (611199)",0,2,CA3 MFA,dendrites,,,,,,"3409, 3762, 91004, 611197, 611199, 611200, 611474, 611480","3762, 91004, 611197, 611199, 611200, 611474","91004, 611197, 611199, 611200, 611474","3409, 3762, 91004, 611197, 611199, 611200, 611474, 611480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,226,2-037,CA3,02320,,,MFA-3,MFA-3,CA3 mossy fiber-associated neurons,,-0.5,0,3,,"atypical basket, MFA CCK",,I,0,,0,2,CA3 MFA,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
